guid	0	smth	Birthday) are always set to low values (like 05/05/0004), but if I try to navigate the contacts through Outlook.com or Contacts/People app I can see the right values.
guid	0	smth	Maybe I'm missing something, but this API seems to be broken.
guid	0	smth	On Windows 8.1 / RT 8.1 che call to the PickContactAsync() works but I receive wrong data instaed, for example: FirstName and LastName are both in FirstName (and LastName is___ more
guid	0	smth	Although it is possible to define custom ETW events, and to generate those events, the publicly available tooling does not currently provide a way to get access to these events.
guid	0	smth	The Windows Phone Developer Power Tools only enable collection of predefined profiles that use certain system events.
guid	0	smth	There appears to be no way to tell it to collect data from your own custom event sources.
guid	0	smth	So although in, e.g., .NET-based store apps, the System.Diagnostics.Tracing.EventSource class is available and can be used to generate custom ETW events, there doesn't appear to be any point to this at the moment because you can't actually record those events in a trace!
guid	0	smth	Just to be clear, this is *not* a duplicate of http://wpdev.uservoice.com/forums/110705-dev-platform/suggestions/3743880-please-provide-etw-logging-from-a-windows-phone-8 - as a reply in that thread points out, you can already log ETW events from a WP8 app.
guid	1	smth	What I want is the ability to record those alongside system-provided ETW events, so that I can see how my code's activity fits in with system behaviour.
guid	0	smth	So although in, e.g., .NET-based store apps, the System.Diagnostics.Tracing.EventSource class is available and can be used to generate custom ETW events, there doesn't appear to be any point to this at the moment because you___ more
guid	1	smth	Please get back the old OneDrive integration to windows phone 8.1.
guid	0	smth	It used to sync so fast and was able to view the pictures under photo albums easily.
guid	0	smth	And now the app takes long time to load.
guid	0	smth	The same happened with Facebook integration.
guid	0	smth	It used to be good on 7.8.
guid	0	smth	We could minimize or maximize the pictures but now we can only maximize.
guid	0	smth	I purchased the windows phone because of the smooth integration but now we are slowly moving towards apps and no OS integration.
guid	0	smth	Microsoft provide a system event SmsReceived for app to be notified when a SMS received, we also need such event for phone call, such as PhoneReveived...
guid	1	smth	Moreover, it's better to have read-only API for phone call history, so developer can help to make better phone call related app like Android.
guid	0	smth	make the mapicon of the windows phone sdk 8.1 able to be on top by the use of zindex make the event tapped accessible for mapicon too
guid	1	smth	Allow the messaging application to join in the default messaging application (Hub Message) for full interaction.
guid	0	smth	-applications use the API of the Hub message for send/view/delete/etc... SMS -The message Hub uses the API of others applications for the same thing (send/view/delete/etc... messages).
guid	0	smth	This means, that the developper have the ablity to implement other application APIs in the message hub and use it
guid	0	smth	In some countries this does not work via provider services.
guid	1	smth	Include an API to add, remove, deactivate tracking protection lists (TPL), to further drive down data usage, enable selective protection against rogue sites tracking, and just having a sense of control.
guid	0	smth	Just like on desktop IE.
guid	0	smth	things i think about is like understanding dates and times.
guid	0	smth	when planning a new agenda item for example this is done nicely.
guid	0	smth	Pivot and panorama controls should have options to enable/disable wrapping.
guid	0	smth	Also the scroll viewer should have options to disable overscrolling effect.
guid	0	smth	"This program don't work on WindowsPhone 8.1 (LiveSDK 5.6) bool connected = false; try { var authClient = new LiveAuthClient(); LiveLoginResult result = await authClient.LoginAsync(new string[] { ""wl.signin"", ""wl.skydrive"" }); if (result.Status == LiveConnectSessionStatus.Connected) { connected = true; var connectClient = new LiveConnectClient(result.Session); var meResult = await connectClient.GetAsync(""me""); dynamic meData = meResult.Result; } } catch (LiveAuthException ex) { // Display an error message. }"
guid	0	smth	"if I catch a generic Exception, obtain this exception message: Object reference not set to an istance of an object in row : LiveLoginResult result = await authClient.LoginAsync(new string[] { ""wl.signin"", ""wl.skydrive"" }); but authClient is not null."
guid	0	smth	if I catch a generic Exception, obtain this exception message: Object reference not set to an istance of an object in row : LiveLoginResult result =___ more
guid	0	smth	i can use it to recover my files.
guid	0	smth	"Hoello, with WP8.1 the Silverlight XAP apps are forced to use ""Fast Resume""."
guid	0	smth	This has broken my app Swipe Tunes as I hastilly submitted a WP8.1 update with Transparent Tile and realised later that fast resume was causing issues with my secondary tiles etc.
guid	0	smth	Fast resume has pretty much killed my app and I can't delete the WP8.1 XAP from the store, and as such it looks like my app will not be able to go back on the WP Store or if it does it will have to be under a new name and abandon previous customers.
guid	1	smth	"Please cant we have an option in the WPAppManifest file to untick ""fast resume"" and allow WP8.1 apps to not run in fast resume mode just like in WP8?"
guid	0	smth	http://windowsphone.uservoice.com/forums/101801-feature-suggestions/suggestions/6080912-we-want-open-the-app-by-tap-the-quick-status-icon
guid	1	smth	Allow NFC capable Windows Phones to pay from the Wallet app using NFC at locations where card readers support it.
guid	0	smth	Google wallet has been able to do this for almost 3 years now.
guid	0	smth	Just YouTube using Google Wallet at McD.
guid	0	smth	Support for this would destroy any argument for an apple device because they aren't going to do this any time soon and it would close the gap in functionality between WP and android.
guid	1	smth	Developers need create/edit document from Windows Store Apps.
guid	0	smth	Thereby, integrate WinRT apps with Office.
guid	0	smth	OpenXML SDK Office for WinRT __ Office Primary Interop Assembly Classes for WinRT Win8 applications need to be more productive for businesses!
guid	0	smth	Microsoft / Pubcenter claims to have interstitials.
guid	0	smth	However, these are just bigger ad formats and not the interstitials we know from other ad networks.
guid	0	smth	Interstitials are displayed at a break point in the app / game.
guid	0	smth	Therefore it is for the app / game developer much more important to have a good fill rate.
guid	0	smth	Allowing to prefetch an ad allow the developer to optimise his ad strategy.
guid	0	smth	he is able to show his own house ad when pubcenter can not fill the ad request).
guid	1	smth	Provide access to CPU & GPU data in C#
guid	0	smth	"I style a part of the page in ""font-style: italic"" and see the font (Segoe UI) is rendered in much bolder style than the rest of the page."
guid	0	smth	See http://social.msdn.microsoft.com/Forums/windowsapps/en-US/2c0cbd51-ae37-4ab7-a3e4-7e1d7cce8643/segoe-ui-italic-looks-bold?forum=winappswithhtml5 for screenshots of this possible bug
guid	0	smth	I've seen some suggestions that are close to what we need, but not quite, and are marked as completed.
guid	0	smth	I don't know why there is no support for current devices to read NFC cards/tags in full at a low level.
guid	0	smth	Seems deceptive to say that the device has NFC capabilities if in reality it can only read a very specific type of tag.
guid	0	smth	For one of our products we need to support NFC card reading/writing with existing devices and several types of cards (Mifare, UL, ULC, Calypso, Desfire, maybe even more) I've read that for WP8.1 the functionality will be added but only for devices with a specific NFC chipset which is currently not present in any of the devices.
guid	1	smth	So please provide the low-level reading/writing functionality for NFC devices already in the field.
guid	0	smth	For one of our products we need to support NFC card reading/writing with existing devices and several types of cards (Mifare, UL, ULC, Calypso, Desfire, maybe even more) I've read that for WP8.1 the functionality will be___ more
guid	0	smth	It's supremely annoying while developing to have to go through the certification wait time just to add an in-app purchase product to the dev center.
guid	0	smth	I'm not sure I can think of a reason that any certification is needed for these; they're merely a price, key, and type.
guid	1	smth	Please remove the cert process for these and allow them to be added *instantly*
guid	0	smth	When porting my Windows 8 app to Windows Phone 8, I feel that the Universal App template (which is already awesome) could do some other things to increase even more productivity: 1 - Create Pages and UserControl folders: Let's face it, unless we want to create sh**** apps, we won't have the same UI for all platforms, so we'll end up creating the same pages and controls in BOTH versions.
guid	0	smth	VS2013 could create those folders in each project and bring in the classes (pages and user controls) from the original project.
guid	0	smth	I have stated the folder names I use (Pages and UserControls) but the rule could deal with other names as well.
guid	0	smth	2 - I use SettingsFlyouts and I took some time to replicate them as pages in the Windows Phone project.
guid	1	smth	That could be automatic too.
guid	0	smth	3 - Likewise, top and bottom app bars in Windows 8 could be translated into the Windows Phone versions automatically, if for example buttons were found in those controls.
guid	0	smth	4 - Do the same for Styles.xaml (or whatever file contains Templates and Styles) as done in 1.
guid	0	smth	I believe that other kinds of automatic measures could be taken, but I only remember these 4 because I ported a very simple app.
guid	1	smth	I recognize that when Threshold arrives (code matching between Windows and Windows Phone achieves 100%), much of these may not matter anymore, but for the time being these would be nice additions.
guid	0	smth	I have stated the folder names I use (Pages___ more
guid	0	smth	I wished that PubCenter had a way of merging apps that I had in both platforms (Windows and Windows Phone), which obviously includes Universal Apps.
guid	0	smth	When using headphones, music will pause if Cortanta notifies you of an incoming text message.
guid	0	smth	Music will then continue to play once you respond to the notification.
guid	0	smth	However, Podacasts do not pause and will continue to play (inaudibly) in the background as you interact with Cortanta.
guid	1	smth	This is a bug and should be fixed so that ANY media that is playing will be paused if you are interacting with Cortanta.
guid	1	smth	The trial feature should be built-in with automatic enforcement, user prompting, disabling, etc, just as it is in the Windows Store.
guid	0	smth	In the Windows store, I can choose trial mode for my app, and then pick the number of days I want the trial to last.
guid	0	smth	From there, everything is taken care of for me.
guid	0	smth	If the user uninstalls during a trial, it tracks this fact and prevents them from starting a new trial later.
guid	0	smth	Contrast this with the Windows Phone world, where the developer indicates trial mode in the store, but has to manually track the number of days since install, whether the user has purchased, etc.
guid	0	smth	If the user uninstalls and installs again later, the developer has no idea.
guid	0	smth	Adding trial-mode in Windows Phone feels like implement-and-pray.
guid	0	smth	I absolutely love the Windows Store implementation.
guid	1	smth	With the two stores combining, can we bring built-in trial mode support to Windows Phone?
guid	0	smth	Contrast this with the Windows Phone world, where the developer indicates trial mode in the store, but has to manually track the number of days___ more
guid	1	smth	You should be able to start an app like the flashlight app directly from the notification center.
guid	1	smth	Please add recent places to SuggestedStartLocation in FileOpenPicker API.
guid	0	smth	Some times its hard to navigate few times to same location.
guid	1	smth	Please provide access to Calendar API to customize the day styles basing upon requirement
guid	0	smth	It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone.
guid	0	smth	It is quite hard to find a solution to something you never heard about before but with the right pointers/keywords it could be done efficiently and nearly effortlessly.
guid	0	smth	As example for an obvious issue and easy solution, if you know something about the problem: My app failed certification because of dark/light theme problems.
guid	0	smth	I set the background to a fixed color (black) in the code and in the light theme the font color is set from white to black by Windows Phone automatically, hence no text is readable.
guid	0	smth	This problem occured at multiple tens of code places in my case.
guid	0	smth	"Adding the following four lines to a report, that probably has been sent out thousands of times, would have saved myself more than an hour of searching for an efficient solution and reading: ---------------------- This might help with Dark/Light theme problems: - - (Visibility)Application.Current.Resources[""PhoneDarkThemeVisibility""]; or similar - (Brush)Application.Current.Resources[""PhoneBackgroundBrush""]; ---------------------- and maybe additional links to documentation It would be much less frustrating for Windows/Windows Phone developers to have hints sent with the certification failed reports, which make it easier to tackle obvious issues that arise because of the restrictions of Windows/ Windows Phone."
guid	0	smth	I set the background to a fixed color (black)___ more
guid	0	smth	Closes alone than nothing
guid	0	smth	Implementing the Auto-Upload feature in a Silverlight 8.1 application causes the application to not be clickable in the Auto Upload settings menu within the phones settings.
guid	0	smth	For more information see -> http://social.msdn.microsoft.com/Forums/windowsapps/en-US/2ebba203-dae1-409e-940e-14e33b422a21/auto-upload-app-not-launching-in-settings-page?forum=wpdevelop
guid	1	smth	Please release lock screen api for all developers,treat every devs equally
guid	0	smth	When creating an app that uses MediaStreamSource to stream audio in Windows Phone 8.0, everything works just great.
guid	0	smth	"When porting this app to Windows Phone 8.1, the sound is flickering and its components are ""stack overflow""-ing."
guid	0	smth	Here is a discussion on MSDN forums: http://social.msdn.microsoft.com/Forums/wpapps/en-US/37ac0ed7-1884-4251-9914-07fae6467b98/mediastreamsource-not-working-properly-in-windows-phone-81?forum=wpdevelop And here is a sample project source code: https://wp8libflac.codeplex.com/
guid	0	smth	we are publishing the same apps in Windows Phone Store and Windows App Store.
guid	1	smth	Now we want to bundle these Apps.
guid	0	smth	Unfortunately we are not able to set the prices in both marketplace same way.
guid	0	smth	In Windows App Store we can choose the price tier.
guid	0	smth	For all countries prices are automatically set.
guid	0	smth	In Windows Phone Store we are able to set the price for each county separately.
guid	1	smth	We need this also in Windows App Store because: 1.
guid	0	smth	Exchange rate between US$ and ___ is too low.
guid	0	smth	The rate is set to 1-1.
guid	0	smth	Because we calculate our prices in ___ we have to change the $ price for all countries with $ manually and there are a lot of countries to change.
guid	0	smth	We are not willing to charge less in US or Canada than in Europe 2.
guid	0	smth	Change exchange rate between Argentina, Indonesia, South Africa.
guid	0	smth	The rates are too low, so we have set the values manually 3.
guid	0	smth	Checkbox to add additional fee of 13.9% on top of the normal Store Fee (percentage of Net Receipts) that is deducted in calculating our Application Proceeds for these markets: Argentina, Chile, Colombia, Costa Rica, Malaysia, Mexico, Peru, South Africa.
guid	0	smth	This fee applies only to alternative payment methods (e.g.
guid	0	smth	carrier billing) and not to credit card transactions in Windows Phone Store we are publishing the same apps in Windows Phone Store and Windows App Store.
guid	0	smth	Because we calculate our prices in ___ we___ more
guid	0	smth	Currently it is not possible to change the package identity name of an app once it has been published, which is a bit frustrating.
guid	0	smth	Users don't like to wait, when they click on app.
guid	0	smth	Splash screen for app is making my consumers wait for actual screens to load.
guid	1	smth	I think Microsoft needs to re-consider about having splash screens.
guid	1	smth	when users click on APP they should directly see UI no lags.
guid	0	smth	Let normal http:// URIs to be able to send notifications to the app using the window.external.notify and not only the https:// URIs.
guid	0	smth	Give the power to the developer to decide if a page is allowed to use the ScriptNotify event or not!
guid	1	smth	Extend the MediaElement to support YouTube videos, so simple.
guid	0	smth	Most probably you will have to collaborate with Google but this is the challenge!
guid	0	smth	Unleash the developers power, the Store is going to win!
guid	0	smth	This bug is easy to reproduce: var wbmp = new WriteableBitmap(480,640); await wbmp.SetSourceAsync(stream); //the stream comes from a picture with larger size, i.e.
guid	0	smth	960x1280 Now check the properties of wbmp: PixelWidth: 960 PixelHeight: 1280 PixelBuffer.Length: 1228800 The length of PixelBuffer is totally wrong, the buffer size shoud be 960 x 1280 x 4 = 4915200 The wrong value 1228800 comes from the original size: 480 x 640 x 4.
guid	1	smth	I think this is a bug, because I think if the WriteableBitmap decides to update the PixelWidth and PixelHeight property, it should also update the PixelBuffer, or the data is inconsistent.
guid	0	smth	The era of connected TV is here.
guid	1	smth	Windows developers need APIs to control TV tuners and display of other digital media on the same screen at the same time
guid	1	smth	make multitasking a real thing, like seeing a video or having a mini calc when browse some thing.
guid	1	smth	you can limit number of apps according to the screen size.
guid	1	smth	Please add api's for sharing to reading list.
guid	0	smth	It is a useful feature.
guid	1	smth	Would become even more useful if say i could share to reading list from chrome extension or mac desktop or iOs.
guid	0	smth	I have a ListView with Grouped items.
guid	0	smth	"<ListView Grid.Row=""1"" SelectionMode=""None"" IsItemClickEnabled=""False"" ItemsSource=""{Binding Source={StaticResource csvList}}""> <ListView.GroupStyle> <GroupStyle > <GroupStyle.HeaderTemplate> <DataTemplate > <Grid> <Border BorderThickness=""2"" BorderBrush=""Blue""> <TextBlock Text=""{Binding Key}"" Margin=""5,0,0,0"" Style=""{StaticResource SubheaderTextBlockStyle}"" Foreground=""White"" /> </Border> </Grid> </DataTemplate> </GroupStyle.HeaderTemplate> </GroupStyle> </ListView.GroupStyle> <ListView.ItemTemplate> <DataTemplate > [...] </DataTemplate> </ListView.ItemTemplate> <ListView.ItemContainerStyle> <Style TargetType=""ListViewItem""> <Setter Property=""HorizontalContentAlignment"" Value=""Stretch"" /> </Style> </ListView.ItemContainerStyle> </ListView> If I use this XAML definition, it work but the groupheader is not wide as the listview."
guid	0	smth	"For this reason, I insert: Width=""{Binding ActualWidth, ElementName=hubEvidenza, Mode=OneWay}"" <!--hubEvidenza is name of root Container, a hubSection --> in the content of GroupStyle.HeaderTemplate."
guid	0	smth	This problem is the same on Windows 8.1 and WindowsPhone 8.1 I have a ListView with Grouped items.
guid	0	smth	Now it work, but...the the Header___ more
guid	1	smth	Provide a way to get list of installed applications on the phone
guid	0	smth	So, acutally how the get / respect the Users Regional Format settings?
guid	0	smth	I started the windows phone 8.1 emulator with the following configuration for testing purpose: UI Language: German, Region: US, Format Settings: Irish.
guid	0	smth	I have found no way to get the Information, that the user has set his format settings to irish.
guid	1	smth	And my only wish is to format a DateTime like the user wants to see it.
guid	0	smth	Regional Format does not automaticly mean the region i set the device to or the UI Langauge i chose.
guid	0	smth	On my Devices i set the UI to english but want to see all TimeStamps and Dates in the German format...
guid	0	smth	But at the Moment there is no way to get the setting the user made in the Phone settings.
guid	0	smth	On my Devices i set the UI to english but want to___ more
guid	0	smth	Apps on Windows Phone were able to run under the lock screen for quite some time.
guid	0	smth	The new universal app model does not provide this functionality.
guid	1	smth	This should be added in future versions as it is still an important feature for some apps.
guid	0	smth	Windows Phone 8.1 introduces the Social Extensibility Framework.
guid	0	smth	It allows third-party apps to integrate into the People Hub's 'What's New' feed, etc.
guid	0	smth	Currently this integration is locked and only select app developers are given access.
guid	0	smth	The documentation on the Windows.Phone.SocialIntegration namespace is also limited.
guid	1	smth	I would like Microsoft to open up this framework to all developers.
guid	0	smth	I understand this framework is still being developed and real-word usage must first be measured.
guid	1	smth	But why not allow it to be used locally by sideloading or through the emulators?
guid	0	smth	I think we could provide valuable feedback and come up with exciting scenario's for using this framework.
guid	0	smth	I have create and export from my projects the win8.1 app and with the instructions you provide into your site I'm trying to install the app to win8.
guid	0	smth	The cert.
guid	0	smth	is installed successfully.
guid	0	smth	But when I'm trying to install the app I'm getting an error.
guid	0	smth	StoreApp\AppStudio.Windows_1.0.0.0_AnyCPU.appx
guid	0	smth	Would allow binding to isvisible in an mvvm scenario.
guid	0	smth	Possibly some other property named parent to choose where popup is revealed from.
guid	0	smth	again suitable for mvvm.
guid	1	smth	I'd like to record an audio/video file while playing a audio file in the background.
guid	0	smth	The reason I got into this is because I figured If any company could do it Microsoft could and then I find out that I can't.
guid	0	smth	Now my killer app has to wait for windows to catch up again.
guid	0	smth	I don't know if you have to have two sets of speakers or two microphones or a way to separate left speaker from right but It would make a whole lot of devs happy to be able to do this
guid	0	smth	It is more convenient to go with swiping gestures is more fun being with than the tap method.
guid	1	smth	However, there should be more of swipe gestures than the tap methods.
guid	0	smth	To set a difference a swipe to the right should launch 'settings' menu, as a swipe to the left launches the 'apps list'.
guid	0	smth	Currently I'm developing an app for posting photos to a user's Picasa account.
guid	0	smth	A user has requested that the app provide functionality to edit a given photo from their account and upload a new version.
guid	0	smth	I don't think it's best of my resources to implement this functionality when there are so many great photo editing apps already on the market.
guid	1	smth	I would like the ability to pass the photo from my app to an app (of the user's choice via an app picker) that supports the selected photo type.
guid	0	smth	The user can then do some function within the selected app (e.g.
guid	1	smth	add a filter, crop, etc), and then the opened app can pass that edited file back to my app.
guid	0	smth	This would extend the power already available with share pickers to perform more generic tasks, and would result in a better experience for the user.
guid	0	smth	All this while keeping the sandbox mentality that the OS has.
guid	0	smth	This should be available both in WinRT and Silverlight applications.
guid	0	smth	The user can then do some function within the selected app___ more
guid	1	smth	A thing that would be increbible is that your phone make a sound when you whistle or Clap hands a certain pattern ( wich could be preseted by the phone owner ) so when you can't find your phone and you dont have a buddy around to text you, you can find it!
guid	1	smth	Lockscreen: -Should be able to chose a tiny black outline around lettering so you can see what's written properly when you have a Clear/White lock screen.
guid	1	smth	-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen when notification center is half open.
guid	1	smth	Xbox Music: -Should be able to swap music player sideways.
guid	1	smth	Pictures: -Needs to open on Albums instead of All the pictures Mail Center: -Would be awesome if it opened on a page where you have a seperate for each of your accounts.
guid	0	smth	Then you chose with one to open.
guid	1	smth	-Should be able to put transparent (saved in PGN) lockscreens like WP7.5 Notification Center: -Should be able to control the screen___ more
guid	1	smth	Could you please have a report that includes the prices, before the final payment?
guid	0	smth	Companies need to have the correct sales estimate for the accounts purposes.
guid	0	smth	Windows 8.1 SDK brought a lot of built in transitions, making easier to develop a native-like app.
guid	0	smth	But I'm missing that list animations seen on Settings or Messaging apps when opening or closing them.
guid	0	smth	There are properties like IsStaggeringEnabled and IsStaggerElement in the CommonNavigationInfo class, but the animations doesn't feel like the native one.
guid	0	smth	Thanks and keep up the good work with Windows Phone!
guid	1	smth	Make necessary conditions so that developers choose proper (representing application )high quality images as application symbols in store matching modern ui Now many apps has simply ugly icons,pixelated,Android like ,pirated ,misleading,..
guid	0	smth	Many times apps/games were made free for limited time as offers promotions .
guid	0	smth	But we users misses out,need a category showing apps gone free , price change,limited time offers like red stripe deals
guid	0	smth	IE in WP8.1 (with all updates) gives error/doesn't load page if the body tag contains onLoad window.location function (i.e.
guid	0	smth	"onLoad=""window.location='#april'"")."
guid	0	smth	Tried backup and restore yesterday.
guid	0	smth	It seems wp8.1 does not backup and then restore all the apps.
guid	0	smth	Mostly, Nokia's and Here's apps (some examples: Nokia camera, Here Maps, Here Drive+) were not backed up.
guid	0	smth	I needed to install these manually.
guid	0	smth	Some other Nokia apps that were installed by default when I bought the phone (photo and video related apps) were not restored either.
guid	0	smth	"Also, after I restored the phone, Here Maps and Here Drive+ tiles had ""!"""
guid	0	smth	sign and saying that these apps do not even exist in the store any more.
guid	0	smth	But of course they exist in the store.
